#t x x_dot energy
6.61662 0.976814 -0.338091 0.534236
6.62663 0.97343 -0.347869 0.534289
6.63664 0.969948 -0.357613 0.534343
6.64665 0.966368 -0.367322 0.534396
6.65666 0.962691 -0.376995 0.53445
6.66667 0.958917 -0.386632 0.534503
6.67668 0.955047 -0.396231 0.534557
6.68669 0.951081 -0.405791 0.534611
6.6967 0.947019 -0.415311 0.534664
6.70671 0.942862 -0.424791 0.534718
6.71672 0.93861 -0.434229 0.534771
6.72673 0.934263 -0.443624 0.534825
6.73674 0.929822 -0.452976 0.534878
6.74675 0.925288 -0.462284 0.534932
6.75676 0.92066 -0.471546 0.534986
6.76677 0.91594 -0.480762 0.535039
6.77678 0.911128 -0.48993 0.535093
6.78679 0.906224 -0.499051 0.535146
6.7968 0.901228 -0.508122 0.5352
6.80681 0.896142 -0.517143 0.535254
6.81682 0.890965 -0.526114 0.535307
6.82683 0.885699 -0.535032 0.535361
6.83684 0.880343 -0.543898 0.535415
6.84685 0.874899 -0.55271 0.535468
6.85686 0.869366 -0.561468 0.535522
6.86687 0.863746 -0.57017 0.535576
6.87688 0.858038 -0.578817 0.535629
6.88689 0.852244 -0.587406 0.535683
6.8969 0.846365 -0.595937 0.535737
6.90691 0.840399 -0.604409 0.53579
6.91692 0.834349 -0.612821 0.535844
6.92693 0.828215 -0.621173 0.535898
6.93694 0.821997 -0.629463 0.535951
6.94695 0.815696 -0.637692 0.536005
6.95696 0.809313 -0.645857 0.536059
6.96697 0.802847 -0.653958 0.536112
6.97698 0.796301 -0.661994 0.536166
6.98699 0.789675 -0.669965 0.53622
6.997 0.782968 -0.67787 0.536274
7.00701 0.776183 -0.685708 0.536327
7.01702 0.769319 -0.693477 0.536381
7.02703 0.762377 -0.701178 0.536435
7.03704 0.755358 -0.708809 0.536489
7.04705 0.748263 -0.716371 0.536542
7.05706 0.741092 -0.723861 0.536596
7.06707 0.733847 -0.731279 0.53665
7.07708 0.726526 -0.738625 0.536704
7.08709 0.719133 -0.745897 0.536757
7.0971 0.711666 -0.753096 0.536811
7.10711 0.704128 -0.76022 0.536865
7.11712 0.696518 -0.767268 0.536919
7.12713 0.688838 -0.77424 0.536973
7.13714 0.681088 -0.781135 0.537026
7.14715 0.673268 -0.787953 0.53708
7.15716 0.665381 -0.794693 0.537134
7.16717 0.657426 -0.801353 0.537188
7.17718 0.649405 -0.807934 0.537242
7.18719 0.641317 -0.814434 0.537296
7.1972 0.633165 -0.820854 0.537349
7.20721 0.624948 -0.827192 0.537403
7.21722 0.616668 -0.833448 0.537457
7.22723 0.608325 -0.839621 0.537511
7.23724 0.59992 -0.84571 0.537565
7.24725 0.591455 -0.851715 0.537619
7.25726 0.582929 -0.857636 0.537673
7.26727 0.574344 -0.863471 0.537726
7.27728 0.565701 -0.86922 0.53778
7.28729 0.557 -0.874883 0.537834
7.2973 0.548242 -0.880458 0.537888
7.30731 0.539429 -0.885946 0.537942
7.31732 0.53056 -0.891346 0.537996
7.32733 0.521638 -0.896657 0.53805
7.33734 0.512663 -0.901878 0.538104
7.34735 0.503635 -0.90701 0.538158
7.35736 0.494556 -0.912051 0.538212
7.36737 0.485426 -0.917002 0.538265
7.37738 0.476247 -0.921861 0.538319
7.38739 0.467019 -0.926628 0.538373
7.3974 0.457743 -0.931303 0.538427
7.40741 0.448421 -0.935885 0.538481
7.41742 0.439053 -0.940374 0.538535
7.42743 0.42964 -0.944769 0.538589
7.43744 0.420182 -0.949069 0.538643
7.44745 0.410682 -0.953276 0.538697
7.45746 0.40114 -0.957386 0.538751
7.46747 0.391557 -0.961402 0.538805
7.47748 0.381933 -0.965321 0.538859
7.48749 0.37227 -0.969145 0.538913
7.4975 0.362569 -0.972871 0.538967
7.50751 0.35283 -0.9765 0.539021
7.51752 0.343056 -0.980032 0.539075
7.52753 0.333246 -0.983466 0.539129
7.53754 0.323401 -0.986802 0.539183
7.54755 0.313523 -0.990039 0.539237
7.55756 0.303613 -0.993177 0.539291
7.56757 0.293671 -0.996217 0.539345
7.57758 0.283699 -0.999156 0.539399
7.58759 0.273697 -1.002 0.539453
7.5976 0.263667 -1.00474 0.539507
7.60761 0.25361 -1.00738 0.539561
7.61762 0.243526 -1.00991 0.539615
7.62763 0.233417 -1.01235 0.539669
7.63764 0.223283 -1.01469 0.539724
7.64765 0.213126 -1.01692 0.539778
7.65766 0.202947 -1.01906 0.539832
7.66767 0.192746 -1.02109 0.539886
7.67768 0.182525 -1.02302 0.53994
7.68769 0.172285 -1.02484 0.539994
7.6977 0.162026 -1.02657 0.540048
7.70771 0.15175 -1.02819 0.540102
7.71772 0.141458 -1.02971 0.540156
7.72773 0.13115 -1.03113 0.54021
7.73774 0.120829 -1.03244 0.540265
7.74775 0.110494 -1.03365 0.540319
7.75776 0.100147 -1.03475 0.540373
7.76777 0.0897892 -1.03576 0.540427
7.77778 0.0794213 -1.03666 0.540481
7.78779 0.0690443 -1.03745 0.540535
7.7978 0.0586595 -1.03814 0.54059
7.80781 0.0482676 -1.03873 0.540644
7.81782 0.03787 -1.03921 0.540698
7.82783 0.0274674 -1.03959 0.540752
7.83784 0.0170611 -1.03987 0.540806
7.84785 0.00665205 -1.04004 0.54086
7.85786 -0.00375873 -1.0401 0.540915
7.86787 -0.0141702 -1.04007 0.540969
7.87788 -0.0245812 -1.03992 0.541023
7.88789 -0.0349909 -1.03968 0.541077
7.8979 -0.0453981 -1.03933 0.541131
7.90791 -0.0558018 -1.03887 0.541186
7.91792 -0.0662009 -1.03831 0.54124
7.92793 -0.0765944 -1.03765 0.541294
7.93794 -0.0869813 -1.03689 0.541348
7.94795 -0.0973606 -1.03601 0.541403
7.95796 -0.107731 -1.03504 0.541457
7.96797 -0.118092 -1.03396 0.541511
7.97798 -0.128442 -1.03278 0.541565
7.98799 -0.13878 -1.03149 0.54162
7.998 -0.149105 -1.0301 0.541674
8.00801 -0.159417 -1.02861 0.541728
8.01802 -0.169713 -1.02702 0.541782
8.02803 -0.179993 -1.02532 0.541837
8.03804 -0.190257 -1.02352 0.541891
8.04805 -0.200502 -1.02161 0.541945
8.05806 -0.210729 -1.0196 0.542
8.06807 -0.220935 -1.01749 0.542054
8.07808 -0.23112 -1.01528 0.542108
8.08809 -0.241283 -1.01297 0.542163
8.0981 -0.251423 -1.01055 0.542217
8.10811 -0.261538 -1.00804 0.542271
8.11812 -0.271629 -1.00542 0.542326
8.12813 -0.281693 -1.0027 0.54238
8.13814 -0.29173 -0.999881 0.542434
8.14815 -0.301739 -0.996961 0.542489
8.15816 -0.311719 -0.99394 0.542543
8.16817 -0.321668 -0.99082 0.542597
8.17818 -0.331586 -0.9876 0.542652
8.18819 -0.341472 -0.984281 0.542706
8.1982 -0.351325 -0.980863 0.54276
8.20821 -0.361143 -0.977346 0.542815
8.21822 -0.370926 -0.973731 0.542869
8.22823 -0.380673 -0.970018 0.542924
8.23824 -0.390383 -0.966207 0.542978
8.24825 -0.400055 -0.9623 0.543032
8.25826 -0.409688 -0.958295 0.543087
8.26827 -0.41928 -0.954194 0.543141
8.27828 -0.428832 -0.949997 0.543196
8.28829 -0.438341 -0.945705 0.54325
8.2983 -0.447808 -0.941317 0.543305
8.30831 -0.45723 -0.936834 0.543359
8.31832 -0.466608 -0.932257 0.543413
8.32833 -0.47594 -0.927587 0.543468
8.33834 -0.485225 -0.922822 0.543522
8.34835 -0.494463 -0.917965 0.543577
8.35836 -0.503651 -0.913016 0.543631
8.36837 -0.512791 -0.907974 0.543686
8.37838 -0.52188 -0.902841 0.54374
8.38839 -0.530917 -0.897617 0.543795
8.3984 -0.539902 -0.892303 0.543849
8.40841 -0.548834 -0.886898 0.543904
8.41842 -0.557712 -0.881404 0.543958
8.42843 -0.566535 -0.875822 0.544013
8.43844 -0.575302 -0.870151 0.544067
8.44845 -0.584012 -0.864392 0.544122
8.45846 -0.592665 -0.858546 0.544176
8.46847 -0.601259 -0.852613 0.544231
8.47848 -0.609793 -0.846595 0.544285
8.48849 -0.618268 -0.840491 0.54434
8.4985 -0.626681 -0.834302 0.544394
8.50851 -0.635032 -0.828029 0.544449
8.51852 -0.643321 -0.821672 0.544503
8.52853 -0.651546 -0.815232 0.544558
8.53854 -0.659706 -0.80871 0.544613
8.54855 -0.667802 -0.802107 0.544667
8.55856 -0.675831 -0.795422 0.544722
8.56857 -0.683793 -0.788657 0.544776
8.57858 -0.691687 -0.781812 0.544831
8.58859 -0.699513 -0.774888 0.544885
8.5986 -0.70727 -0.767886 0.54494
8.60861 -0.714957 -0.760807 0.544995
8.61862 -0.722572 -0.75365 0.545049
8.62863 -0.730116 -0.746417 0.545104
8.63864 -0.737588 -0.739108 0.545159
8.64865 -0.744986 -0.731725 0.545213
8.65866 -0.752311 -0.724268 0.545268
8.66867 -0.759561 -0.716737 0.545322
8.67868 -0.766735 -0.709134 0.545377
8.68869 -0.773834 -0.701459 0.545432
8.6987 -0.780855 -0.693713 0.545486
8.70871 -0.7878 -0.685896 0.545541
8.71872 -0.794665 -0.678011 0.545596
8.72873 -0.801452 -0.670056 0.54565
8.73874 -0.80816 -0.662033 0.545705
8.74875 -0.814786 -0.653944 0.54576
8.75876 -0.821332 -0.645788 0.545814
8.76877 -0.827797 -0.637566 0.545869
8.77878 -0.834179 -0.62928 0.545924
8.78879 -0.840478 -0.62093 0.545978
8.7988 -0.846693 -0.612517 0.546033
8.80881 -0.852825 -0.604041 0.546088
8.81882 -0.858871 -0.595504 0.546143
8.82883 -0.864832 -0.586907 0.546197
8.83884 -0.870707 -0.57825 0.546252
8.84885 -0.876495 -0.569534 0.546307
8.85886 -0.882196 -0.560761 0.546362
8.86887 -0.88781 -0.55193 0.546416
8.87888 -0.893335 -0.543043 0.546471
8.88889 -0.89877 -0.534101 0.546526
8.8989 -0.904117 -0.525104 0.546581
8.90891 -0.909373 -0.516054 0.546635
8.91892 -0.914539 -0.506951 0.54669
8.92893 -0.919613 -0.497796 0.546745
8.93894 -0.924596 -0.488591 0.5468
8.94895 -0.929487 -0.479336 0.546854
8.95896 -0.934285 -0.470031 0.546909
8.96897 -0.93899 -0.460679 0.546964
8.97898 -0.943602 -0.45128 0.547019
8.98899 -0.948119 -0.441835 0.547074
8.999 -0.952542 -0.432344 0.547128
9.00901 -0.95687 -0.422809 0.547183
9.01902 -0.961102 -0.413231 0.547238
9.02903 -0.965238 -0.40361 0.547293
9.03904 -0.969278 -0.393948 0.547348
9.04905 -0.973222 -0.384245 0.547403
9.05906 -0.977068 -0.374503 0.547457
9.06907 -0.980817 -0.364723 0.547512
9.07908 -0.984468 -0.354905 0.547567
9.08909 -0.98802 -0.345051 0.547622
9.0991 -0.991474 -0.33516 0.547677
9.10911 -0.994829 -0.325236 0.547732
9.11912 -0.998085 -0.315277 0.547787
9.12913 -1.00124 -0.305287 0.547842
9.13914 -1.0043 -0.295264 0.547896
9.14915 -1.00725 -0.285211 0.547951
9.15916 -1.01011 -0.275129 0.548006
9.16917 -1.01286 -0.265017 0.548061
9.17918 -1.01551 -0.254879 0.548116
9.18919 -1.01807 -0.244713 0.548171
9.1992 -1.02052 -0.234523 0.548226
9.20921 -1.02286 -0.224307 0.548281
9.21922 -1.02511 -0.214068 0.548336
9.22923 -1.02725 -0.203807 0.548391
9.23924 -1.02929 -0.193524 0.548446
9.24925 -1.03123 -0.183221 0.548501
9.25926 -1.03306 -0.172898 0.548556
9.26927 -1.03479 -0.162557 0.548611
9.27928 -1.03642 -0.152199 0.548666
9.28929 -1.03794 -0.141825 0.548721
9.2993 -1.03936 -0.131435 0.548776
9.30931 -1.04068 -0.121031 0.548831
9.31932 -1.04189 -0.110613 0.548886
9.32933 -1.043 -0.100184 0.548941
9.33934 -1.044 -0.0897437 0.548996
9.34935 -1.0449 -0.0792932 0.549051
9.35936 -1.04569 -0.0688338 0.549106
9.36937 -1.04638 -0.0583664 0.549161
9.37938 -1.04697 -0.0478921 0.549216
9.38939 -1.04745 -0.037412 0.549271
9.3994 -1.04782 -0.026927 0.549326
9.40941 -1.04809 -0.0164383 0.549381
9.41942 -1.04825 -0.00594695 0.549436
9.42943 -1.04831 0.00454609 0.549491
9.43944 -1.04827 0.0150397 0.549546
9.44945 -1.04812 0.0255329 0.549601
9.45946 -1.04786 0.0360245 0.549656
9.46947 -1.0475 0.0465137 0.549711
9.47948 -1.04704 0.0569992 0.549766
9.48949 -1.04646 0.06748 0.549821
9.4995 -1.04579 0.0779551 0.549876
9.50951 -1.04501 0.0884235 0.549931
9.51952 -1.04412 0.098884 0.549987
9.52953 -1.04313 0.109336 0.550042
9.53954 -1.04204 0.119778 0.550097
9.54955 -1.04084 0.130208 0.550152
9.55956 -1.03954 0.140627 0.550207
9.56957 -1.03813 0.151033 0.550262
9.57958 -1.03662 0.161425 0.550317
9.58959 -1.035 0.171801 0.550372
9.5996 -1.03328 0.182162 0.550428
9.60961 -1.03146 0.192505 0.550483
9.61962 -1.02953 0.20283 0.550538
9.62963 -1.0275 0.213135 0.550593
9.63964 -1.02537 0.223421 0.550648
9.64965 -1.02313 0.233685 0.550703
9.65966 -1.02079 0.243926 0.550759
9.66967 -1.01835 0.254144 0.550814
9.67968 -1.01581 0.264338 0.550869
9.68969 -1.01316 0.274506 0.550924
9.6997 -1.01041 0.284648 0.550979
9.70971 -1.00756 0.294762 0.551035
9.71972 -1.00461 0.304848 0.55109
9.72973 -1.00156 0.314904 0.551145
9.73974 -0.998409 0.32493 0.5512
9.74975 -0.995157 0.334924 0.551255
9.75976 -0.991804 0.344885 0.551311
9.76977 -0.988352 0.354813 0.551366
9.77978 -0.9848 0.364707 0.551421
9.78979 -0.981149 0.374565 0.551476
9.7998 -0.9774 0.384386 0.551532
9.80981 -0.973552 0.39417 0.551587
9.81982 -0.969607 0.403915 0.551642
9.82983 -0.965564 0.413621 0.551697
9.83984 -0.961423 0.423286 0.551753
9.84985 -0.957186 0.43291 0.551808
9.85986 -0.952853 0.442491 0.551863
9.86987 -0.948423 0.452029 0.551919
9.87988 -0.943898 0.461523 0.551974
9.88989 -0.939279 0.470972 0.552029
9.8999 -0.934564 0.480374 0.552085
9.90991 -0.929756 0.489729 0.55214
9.91992 -0.924853 0.499036 0.552195
9.92993 -0.919858 0.508293 0.552251
9.93994 -0.91477 0.517501 0.552306
9.94995 -0.90959 0.526658 0.552361
9.95996 -0.904318 0.535763 0.552417
9.96997 -0.898955 0.544815 0.552472
9.97998 -0.893501 0.553814 0.552527
9.98999 -0.887958 0.562758 0.552583
10 -0.882325 0.571646 0.552638


#t x x_dot energy
0 1 0 0.5
0.1001 1 -0.1001 0.50501
0.2002 0.98998 -0.2002 0.51007
0.3003 0.96994 -0.299297 0.515181
0.4004 0.93998 -0.396388 0.520343
0.500501 0.900302 -0.49048 0.525557
0.600601 0.851205 -0.580601 0.530823
0.700701 0.793086 -0.665806 0.536142
0.800801 0.726439 -0.745194 0.541514
0.900901 0.651845 -0.817911 0.54694
1.001 0.569972 -0.883161 0.552421
1.1011 0.481568 -0.940215 0.557956
1.2012 0.387452 -0.98842 0.563547
1.3013 0.288511 -1.0272 0.569193
1.4014 0.185688 -1.05608 0.574897
1.5015 0.0799736 -1.07467 0.580657
1.6016 -0.0276011 -1.08268 0.586475
1.7017 -0.135977 -1.07991 0.592352
1.8018 -0.244077 -1.0663 0.598287
1.9019 -0.350814 -1.04187 0.604282
2.002 -0.455105 -1.00675 0.610337
2.1021 -0.555881 -0.961198 0.616453
2.2022 -0.652097 -0.905554 0.62263
2.3023 -0.742743 -0.840279 0.628868
2.4024 -0.826855 -0.765931 0.63517
2.5025 -0.903525 -0.683162 0.641534
2.6026 -0.97191 -0.592719 0.647962
2.7027 -1.03124 -0.495431 0.654455
2.8028 -1.08083 -0.392204 0.661012
2.9029 -1.12009 -0.284012 0.667636
3.003 -1.14852 -0.171891 0.674326
3.1031 -1.16573 -0.0569235 0.681082
3.2032 -1.17143 0.0597661 0.687907
3.3033 -1.16544 0.177026 0.6948
3.4034 -1.14772 0.293687 0.701762
3.5035 -1.11833 0.408574 0.708793
3.6036 -1.07743 0.520519 0.715895
3.7037 -1.02532 0.62837 0.723069
3.8038 -0.962424 0.731005 0.730314
3.9039 -0.88925 0.827343 0.737632
4.004 -0.806433 0.916357 0.745023
4.1041 -0.714706 0.997081 0.752488
4.2042 -0.614898 1.06862 0.760028
4.3043 -0.507928 1.13017 0.767643
4.4044 -0.394798 1.18102 0.775335
4.5045 -0.276578 1.22054 0.783104
4.6046 -0.154402 1.24822 0.790951
4.7047 -0.0294544 1.26368 0.798876
4.8048 0.09704 1.26663 0.806881
4.9049 0.22383 1.25691 0.814966
5.00501 0.349647 1.23451 0.823132
5.10511 0.473221 1.19951 0.83138
5.20521 0.593292 1.15214 0.83971
5.30531 0.708621 1.09275 0.848124
5.40541 0.818006 1.02182 0.856622
5.50551 0.92029 0.939935 0.865205
5.60561 1.01438 0.847814 0.873875
5.70571 1.09924 0.746275 0.882631
5.80581 1.17395 0.63624 0.891475
5.90591 1.23763 0.518728 0.900408
6.00601 1.28956 0.394841 0.90943
6.10611 1.32908 0.265756 0.918542
6.20621 1.35568 0.132715 0.927746
6.30631 1.36897 -0.00298929 0.937042
6.40641 1.36867 -0.140023 0.946431
6.50651 1.35465 -0.277027 0.955915
6.60661 1.32692 -0.412628 0.965493
6.70671 1.28562 -0.545453 0.975167
6.80681 1.23102 -0.674144 0.984938
6.90691 1.16354 -0.797369 0.994808
7.00701 1.08372 -0.913839 1.00478
7.10711 0.992245 -1.02232 1.01484
7.20721 0.889911 -1.12164 1.02501
7.30731 0.777634 -1.21072 1.03528
7.40741 0.65644 -1.28856 1.04566
7.50751 0.527455 -1.35427 1.05613
7.60761 0.391892 -1.40707 1.06672
7.70771 0.251044 -1.4463 1.0774
7.80781 0.106269 -1.47143 1.0882
7.90791 -0.0410214 -1.48207 1.0991
8.00801 -0.189377 -1.47796 1.11012
8.10811 -0.337321 -1.45901 1.12124
8.20821 -0.483367 -1.42524 1.13248
8.30831 -0.626034 -1.37685 1.14382
8.40841 -0.763857 -1.31419 1.15528
8.50851 -0.895408 -1.23773 1.16686
8.60861 -1.0193 -1.1481 1.17855
8.70871 -1.13423 -1.04606 1.19036
8.80881 -1.23894 -0.932527 1.20229
8.90891 -1.33229 -0.808509 1.21434
9.00901 -1.41322 -0.675147 1.2265
9.10911 -1.4808 -0.533684 1.23879
9.20921 -1.53422 -0.385456 1.25121
9.30931 -1.57281 -0.23188 1.26374
9.40941 -1.59602 -0.0744418 1.27641
9.50951 -1.60347 0.0853196 1.2892
9.60961 -1.59493 0.245827 1.30211
9.70971 -1.57032 0.405479 1.31516
9.80981 -1.52973 0.562669 1.32834
9.90991 -1.47341 0.715795 1.34165
10.01 -1.40176 0.863283 1.35509
10.1101 -1.31534 1.0036 1.36867
10.2102 -1.21488 1.13527 1.38238
10.3103 -1.10124 1.25688 1.39624
10.4104 -0.975429 1.36711 1.41023
10.5105 -0.838581 1.46475 1.42436
10.6106 -0.69196 1.54869 1.43863
10.7107 -0.536935 1.61796 1.45304
10.8108 -0.374978 1.6717 1.4676
10.9109 -0.20764 1.70924 1.48231
11.011 -0.0365447 1.73003 1.49716
11.1111 0.136631 1.73368 1.51216
11.2112 0.310173 1.72001 1.52731
11.3113 0.482346 1.68896 1.54262
11.4114 0.651411 1.64068 1.55808
11.5115 0.815642 1.57547 1.57369
11.6116 0.973347 1.49382 1.58946
11.7117 1.12288 1.39639 1.60538
11.8118 1.26266 1.28399 1.62147
11.9119 1.39119 1.1576 1.63772
12.012 1.50706 1.01834 1.65413
12.1121 1.609 0.867484 1.6707
12.2122 1.69583 0.706423 1.68744
12.3123 1.76655 0.53667 1.70435
12.4124 1.82027 0.359839 1.72143
12.5125 1.85629 0.17763 1.73867
12.6126 1.87407 -0.0081845 1.7561
12.7127 1.87325 -0.195779 1.77369
12.8128 1.85365 -0.383291 1.79146
12.9129 1.81528 -0.568842 1.80942
13.013 1.75834 -0.750551 1.82755
13.1131 1.68321 -0.926562 1.84586
13.2132 1.59046 -1.09505 1.86435
13.3133 1.48085 -1.25426 1.88303
13.4134 1.3553 -1.40249 1.9019
13.5135 1.21491 -1.53815 1.92096
13.6136 1.06094 -1.65977 1.94021
13.7137 0.894794 -1.76597 1.95965
13.8138 0.718021 -1.85554 1.97928
13.9139 0.532282 -1.92741 1.99912
14.014 0.339348 -1.98069 2.01915
14.1141 0.14108 -2.01466 2.03938
14.2142 -0.0605874 -2.02878 2.05981
14.3143 -0.263669 -2.02272 2.08045
14.4144 -0.466143 -1.99632 2.1013
14.5145 -0.665975 -1.94966 2.12236
14.6146 -0.861137 -1.883 2.14362
14.7147 -1.04963 -1.7968 2.1651
14.8148 -1.22948 -1.69173 2.18679
14.9149 -1.39883 -1.56866 2.20871
15.015 -1.55585 -1.42864 2.23084
15.1151 -1.69886 -1.2729 2.25319
15.2152 -1.82627 -1.10284 2.27577
15.3153 -1.93667 -0.920031 2.29857
15.4154 -2.02876 -0.72617 2.3216
15.5155 -2.10145 -0.52309 2.34487
15.6156 -2.15381 -0.312735 2.36836
15.7157 -2.18512 -0.0971376 2.39209
15.8158 -2.19484 0.121593 2.41606
15.9159 -2.18267 0.341297 2.44027
16.016 -2.14851 0.559783 2.46472
16.1161 -2.09247 0.774849 2.48942
16.2162 -2.01491 0.984305 2.51436
16.3163 -1.91638 1.186 2.53956
16.4164 -1.79766 1.37783 2.565
16.5165 -1.65974 1.55777 2.5907
16.6166 -1.50381 1.72392 2.61666
16.7167 -1.33125 1.87445 2.64288
16.8168 -1.14361 2.0077 2.66936
16.9169 -0.942642 2.12218 2.69611
17.017 -0.730211 2.21654 2.72313
17.1171 -0.508335 2.28963 2.75041
17.2172 -0.279143 2.34052 2.77797
17.3173 -0.0448569 2.36846 2.80581
17.4174 0.192226 2.37295 2.83392
17.5175 0.429759 2.35371 2.86232
17.6176 0.665365 2.31069 2.891
17.7177 0.896665 2.24409 2.91996
17.8178 1.1213 2.15433 2.94922
17.9179 1.33695 2.04209 2.97877
18.018 1.54136 1.90826 3.00862
18.1181 1.73238 1.75397 3.03877
18.2182 1.90795 1.58056 3.06922
18.3183 2.06616 1.38957 3.09997
18.4184 2.20526 1.18275 3.13103
18.5185 2.32365 0.962002 3.16241
18.6186 2.41995 0.729404 3.19409
18.7187 2.49296 0.487167 3.2261
18.8188 2.54173 0.237621 3.25842
18.9189 2.56551 -0.0168065 3.29107
19.019 2.56383 -0.273615 3.32405
19.1191 2.53644 -0.530254 3.35736
19.2192 2.48336 -0.784153 3.391
19.3193 2.40487 -1.03274 3.42497
19.4194 2.30149 -1.27347 3.45929
19.5195 2.17402 -1.50385 3.49396
19.6196 2.02348 -1.72146 3.52897
19.7197 1.85117 -1.92402 3.56433
19.8198 1.65857 -2.10932 3.60004
19.9199 1.44743 -2.27534 3.63611
20.02 1.21967 -2.42023 3.67255
20.1201 0.977402 -2.54232 3.70935
20.2202 0.722915 -2.64016 3.74651
20.3203 0.458636 -2.71252 3.78405
20.4204 0.187112 -2.75843 3.82197
20.5205 -0.0890069 -2.77716 3.86027
20.6206 -0.367001 -2.76825 3.89895
20.7207 -0.644103 -2.73151 3.93801
20.8208 -0.917527 -2.66704 3.97747
20.9209 -1.1845 -2.57519 4.01733
21.021 -1.44228 -2.45662 4.05758
21.1211 -1.68818 -2.31225 4.09824
21.2212 -1.91964 -2.14327 4.1393
21.3213 -2.13418 -1.95111 4.18078
21.4214 -2.32949 -1.73748 4.22267
21.5215 -2.50341 -1.5043 4.26498
21.6216 -2.65399 -1.2537 4.30772
21.7217 -2.77949 -0.988039 4.35088
21.8218 -2.87839 -0.709813 4.39448
21.9219 -2.94944 -0.421686 4.43851
22.022 -2.99165 -0.126446 4.48298
22.1221 -3.00431 0.173018 4.5279
22.2222 -2.98699 0.47375 4.57327
22.3223 -2.93957 0.772748 4.6191
22.4224 -2.86221 1.067 4.66538
22.5225 -2.75541 1.35351 4.71213
22.6226 -2.61992 1.62932 4.75934
22.7227 -2.45683 1.89158 4.80703
22.8228 -2.26748 2.13751 4.8552
22.9229 -2.05351 2.36448 4.90385
23.023 -1.81683 2.57004 4.95298
23.1231 -1.55957 2.7519 5.00261
23.2232 -1.2841 2.90802 5.05274
23.3233 -0.99301 3.03655 5.10337
23.4234 -0.689051 3.13596 5.1545
23.5235 -0.375141 3.20493 5.20615
23.6236 -0.0543277 3.24248 5.25832
23.7237 0.270245 3.24792 5.31101
23.8238 0.595362 3.22087 5.36422
23.9239 0.917771 3.16127 5.41797
24.024 1.23421 3.0694 5.47226
24.1241 1.54146 2.94586 5.52709
24.2242 1.83634 2.79156 5.58247
24.3243 2.11578 2.60774 5.63841
24.4244 2.37681 2.39595 5.69491
24.5245 2.61665 2.15803 5.75197
24.6246 2.83267 1.8961 5.80961
24.7247 3.02247 1.61255 5.86782
24.8248 3.18388 1.31 5.92661
24.9249 3.31502 0.991297 5.986
25.025 3.41424 0.659464 6.04598
25.1251 3.48026 0.317697 6.10656
25.2252 3.51206 -0.0306766 6.16775
25.3253 3.50899 -0.382234 6.22955
25.4254 3.47073 -0.733484 6.29197
25.5255 3.3973 -1.0809 6.35501
25.6256 3.28911 -1.42097 6.41869
25.7257 3.14687 -1.75021 6.48301
25.8258 2.97167 -2.06522 6.54797
25.9259 2.76494 -2.36268 6.61358
26.026 2.52844 -2.63945 6.67985
26.1261 2.26423 -2.89255 6.74678
26.2262 1.97468 -3.1192 6.81438
26.3263 1.66245 -3.31686 6.88266
26.4264 1.33043 -3.48327 6.95163
26.5265 0.981756 -3.61645 7.02128
26.6266 0.619749 -3.71473 7.09164
26.7267 0.247905 -3.77676 7.16269
26.8268 -0.130149 -3.80158 7.23446
26.9269 -0.510688 -3.78855 7.30695
27.027 -0.889922 -3.73743 7.38017
27.1271 -1.26404 -3.64835 7.45412
27.2272 -1.62924 -3.52182 7.52881
27.3273 -1.98177 -3.35873 7.60425
27.4274 -2.31798 -3.16036 7.68044
27.5275 -2.63433 -2.92832 7.7574
27.6276 -2.92746 -2.66463 7.83513
27.7277 -3.19419 -2.37159 7.91364
27.8278 -3.43159 -2.05185 7.99293
27.9279 -3.63698 -1.70835 8.07302
28.028 -3.80798 -1.34429 8.15392
28.1281 -3.94255 -0.963107 8.23562
28.2282 -4.03895 -0.568458 8.31814
28.3283 -4.09585 -0.164158 8.40149
28.4284 -4.11229 0.245837 8.48567
28.5285 -4.08768 0.657478 8.5707
28.6286 -4.02187 1.06665 8.65658
28.7287 -3.91509 1.46924 8.74332
28.8288 -3.76802 1.86115 8.83092
28.9289 -3.58172 2.23832 8.91941
29.029 -3.35766 2.59685 9.00878
29.1291 -3.09772 2.93296 9.09905
29.2292 -2.80413 3.24304 9.19022
29.3293 -2.4795 3.52373 9.28231
29.4294 -2.12677 3.77193 9.37532
29.5295 -1.7492 3.98482 9.46926
29.6296 -1.35032 4.15992 9.56414
29.7297 -0.933915 4.29508 9.65997
29.8298 -0.503977 4.38857 9.75677
29.9299 -0.0646802 4.43902 9.85453
30.03 0.379666 4.44549 9.95327
30.1301 0.82466 4.40749 10.053
30.2302 1.26585 4.32494 10.1537
30.3303 1.69878 4.19823 10.2555
30.4304 2.11902 4.02818 10.3582
30.5305 2.52224 3.81607 10.462
30.6306 2.90423 3.56359 10.5669
30.7307 3.26095 3.27288 10.6727
30.8308 3.58856 2.94645 10.7797
30.9309 3.8835 2.58724 10.8877
31.031 4.14248 2.1985 10.9968
31.1311 4.36255 1.78384 11.107
31.2312 4.54112 1.34715 11.2183
31.3313 4.67597 0.892579 11.3307
31.4314 4.76531 0.424514 11.4442
31.5315 4.80781 -0.0524939 11.5589
31.6316 4.80255 -0.533756 11.6747
31.7317 4.74912 -1.01449 11.7917
31.8318 4.64757 -1.48988 11.9098
