#t x x_dot energy
31.9319 4.49844 -1.9551 12.0292
32.032 4.30273 -2.4054 12.1497
32.1321 4.06195 -2.8361 12.2714
32.2322 3.77806 -3.2427 12.3944
32.3323 3.45346 -3.62088 12.5186
32.4324 3.09101 -3.96658 12.644
32.5325 2.69395 -4.27599 12.7707
32.6326 2.26593 -4.54565 12.8987
32.7327 1.81091 -4.77247 13.0279
32.8328 1.33318 -4.95374 13.1585
32.9329 0.837313 -5.0872 13.2903
33.033 0.328084 -5.17101 13.4235
33.1331 -0.189534 -5.20385 13.558
33.2332 -0.710441 -5.18488 13.6938
33.3333 -1.22945 -5.11376 13.8311
33.4334 -1.74134 -4.9907 13.9696
33.5335 -2.2409 -4.81639 14.1096
33.6336 -2.72303 -4.59207 14.251
33.7337 -3.18269 -4.3195 14.3938
33.8338 -3.61508 -4.00091 14.538
33.9339 -4.01557 -3.63904 14.6837
34.034 -4.37984 -3.23708 14.8308
34.1341 -4.70387 -2.79866 14.9794
34.2342 -4.98401 -2.3278 15.1295
34.3343 -5.21703 -1.8289 15.2811
34.4344 -5.4001 -1.30668 15.4342
34.5345 -5.5309 -0.766127 15.5889
34.6346 -5.60759 -0.212484 15.7451
34.7347 -5.62886 0.348836 15.9029
34.8348 -5.59394 0.912286 16.0622
34.9349 -5.50262 1.47224 16.2232
35.035 -5.35525 2.02305 16.3857
35.1351 -5.15274 2.55911 16.5499
35.2352 -4.89657 3.0749 16.7157
35.3353 -4.58877 3.56505 16.8832
35.4354 -4.23191 4.02439 17.0524
35.5355 -3.82907 4.448 17.2233
35.6356 -3.38383 4.83129 17.3958
35.7357 -2.90021 5.17001 17.5701
35.8358 -2.38269 5.46033 17.7462
35.9359 -1.83611 5.69883 17.924
36.036 -1.26566 5.88263 18.1036
36.1361 -0.676809 6.00932 18.285
36.2362 -0.0752757 6.07707 18.4682
36.3363 0.53304 6.08461 18.6533
36.4364 1.14211 6.03125 18.8402
36.5365 1.74584 5.91692 19.029
36.6366 2.33812 5.74216 19.2196
36.7367 2.91291 5.50812 19.4122
36.8368 3.46428 5.21653 19.6067
36.9369 3.98645 4.86976 19.8032
37.037 4.47392 4.47072 20.0016
37.1371 4.92143 4.02288 20.202
37.2372 5.32413 3.53024 20.4045
37.3373 5.6775 2.9973 20.6089
37.4374 5.97753 2.42898 20.8154
37.5375 6.22067 1.83062 21.024
37.6376 6.40392 1.20793 21.2346
37.7377 6.52483 0.566902 21.4474
37.8378 6.58158 -0.0862344 21.6623
37.9379 6.57295 -0.745051 21.8794
38.038 6.49837 -1.403 22.0986
38.1381 6.35793 -2.05349 22.32
38.2382 6.15237 -2.68992 22.5437
38.3383 5.88311 -3.30577 22.7696
38.4384 5.5522 -3.89467 22.9977
38.5385 5.16235 -4.45045 23.2282
38.6386 4.71686 -4.9672 23.4609
38.7387 4.21964 -5.43936 23.696
38.8388 3.67516 -5.86175 23.9334
38.9389 3.0884 -6.22963 24.1732
39.039 2.46481 -6.53878 24.4155
39.1391 1.81028 -6.78551 24.6601
39.2392 1.13105 -6.96671 24.9072
39.3393 0.433679 -7.07993 25.1568
39.4394 -0.275023 -7.12334 25.4088
39.5395 -0.98807 -7.09581 25.6634
39.6396 -1.69836 -6.99691 25.9206
39.7397 -2.39875 -6.8269 26.1803
39.8398 -3.08213 -6.58679 26.4426
39.9399 -3.74146 -6.27827 26.7076
40.04 -4.36992 -5.90374 26.9752
40.1401 -4.96088 -5.46631 27.2455
40.2402 -5.50806 -4.96973 27.5185
40.3403 -6.00553 -4.41837 27.7942
40.4404 -6.44781 -3.81722 28.0727
40.5405 -6.82992 -3.17179 28.354
40.6406 -7.14741 -2.48812 28.6381
40.7407 -7.39647 -1.77266 28.9251
40.8408 -7.57392 -1.03227 29.2149
40.9409 -7.67725 -0.274121 29.5076
41.041 -7.70469 0.494373 29.8033
41.1411 -7.6552 1.26561 30.1019
41.2412 -7.52851 2.0319 30.4036
41.3413 -7.32512 2.7855 30.7082
41.4414 -7.04629 3.51875 31.0159
41.5415 -6.69406 4.22408 31.3267
41.6416 -6.27123 4.89416 31.6406
41.7417 -5.78133 5.52191 31.9576
41.8418 -5.22858 6.10062 32.2778
41.9419 -4.61791 6.624 32.6013
42.042 -3.95485 7.08626 32.9279
42.1421 -3.24551 7.48214 33.2579
42.2422 -2.49655 7.80701 33.5911
42.3423 -1.71507 8.05692 33.9277
42.4424 -0.908567 8.2286 34.2676
42.5425 -0.084884 8.31954 34.611
42.6426 0.747903 8.32804 34.9578
42.7427 1.58154 8.25318 35.3081
42.8428 2.40768 8.09486 35.6619
42.9429 3.21798 7.85385 36.0192
43.043 4.00415 7.53173 36.3801
43.1431 4.75808 7.13092 36.7447
43.2432 5.47189 6.65463 37.1128
43.3433 6.13802 6.1069 37.4847
43.4434 6.74932 5.49248 37.8603
43.5435 7.29911 4.81687 38.2397
43.6436 7.78128 4.08623 38.6228
43.7437 8.19032 3.30732 39.0098
43.8438 8.52138 2.48747 39.4007
43.9439 8.77038 1.63448 39.7955
44.044 8.93399 0.756567 40.1943
44.1441 9.00972 -0.137726 40.597
44.2442 8.99593 -1.0396 41.0038
44.3443 8.89187 -1.94009 41.4147
44.4444 8.69767 -2.83017 41.8296
44.5445 8.41437 -3.70081 42.2488
44.6446 8.04391 -4.54309 42.6721
44.7447 7.58915 -5.34828 43.0997
44.8448 7.05379 -6.10796 43.5315
44.9449 6.44238 -6.81404 43.9677
45.045 5.76029 -7.45893 44.4083
45.1451 5.01365 -8.03553 44.8533
45.2452 4.2093 -8.5374 45.3027
45.3453 3.3547 -8.95875 45.7566
45.4454 2.45793 -9.29456 46.2151
45.5455 1.52754 -9.5406 46.6782
45.6456 0.572529 -9.6935 47.1459
45.7457 -0.397791 -9.75081 47.6183
45.8458 -1.37385 -9.71099 48.0954
45.9459 -2.34592 -9.57347 48.5773
46.046 -3.30423 -9.33864 49.0641
46.1461 -4.23902 -9.00789 49.5557
46.2462 -5.14072 -8.58356 50.0523
46.3463 -5.99993 -8.06898 50.5538
46.4464 -6.80764 -7.46838 51.0603
46.5465 -7.55522 -6.78694 51.572
46.6466 -8.2346 -6.03066 52.0887
46.7467 -8.83827 -5.20638 52.6107
46.8468 -9.35942 -4.32167 53.1378
46.9469 -9.79202 -3.38479 53.6703
47.047 -10.1308 -2.4046 54.208
47.1471 -10.3715 -1.39051 54.7512
47.2472 -10.5107 -0.352313 55.2998
47.3473 -10.546 0.699812 55.8539
47.4474 -10.4759 1.75547 56.4136
47.5475 -10.3002 2.80411 56.9788
47.6476 -10.0195 3.83516 57.5498
47.7477 -9.63563 4.83812 58.1264
47.8478 -9.15134 5.80265 58.7088
47.9479 -8.57049 6.7187 59.2971
48.048 -7.89795 7.57661 59.8913
48.1481 -7.13953 8.36719 60.4914
48.2482 -6.30197 9.08186 61.0975
48.3483 -5.39288 9.71269 61.7097
48.4484 -4.42064 10.2525 62.328
48.5485 -3.39436 10.695 62.9526
48.6486 -2.32379 11.0348 63.5834
48.7487 -1.2192 11.2674 64.2205
48.8488 -0.0913339 11.3894 64.864
48.9489 1.04875 11.3986 65.5139
49.049 2.18975 11.2936 66.1703
49.1491 3.32024 11.0744 66.8334
49.2492 4.42879 10.7421 67.503
49.3493 5.50407 10.2987 68.1794
49.4494 6.53498 9.74778 68.8626
49.5495 7.51073 9.09363 69.5526
49.6496 8.42101 8.3418 70.2495
49.7497 9.25602 7.49886 70.9534
49.8498 10.0067 6.57233 71.6644
49.9499 10.6645 5.57066 72.3824
50.0501 11.2222 4.50314 73.1077
50.1502 11.6729 3.3798 73.8403
50.2503 12.0113 2.21134 74.5801
50.3504 12.2326 1.00901 75.3274
50.4505 12.3336 -0.215476 76.0822
50.5506 12.312 -1.45007 76.8446
50.6507 12.1669 -2.68251 77.6146
50.7508 11.8984 -3.90042 78.3923
50.8509 11.5079 -5.09144 79.1777
50.951 10.9983 -6.24339 79.9711
51.0511 10.3733 -7.34432 80.7724
51.1512 9.63816 -8.38269 81.5818
51.2513 8.79905 -9.34747 82.3992
51.3514 7.86336 -10.2283 83.2249
51.4515 6.83952 -11.0154 84.0588
51.5516 5.73687 -11.7 84.901
51.6517 4.5657 -12.2743 85.7518
51.7518 3.33705 -12.7313 86.611
51.8519 2.06264 -13.0653 87.4788
51.952 0.754798 -13.2718 88.3554
52.0521 -0.573712 -13.3474 89.2407
52.1522 -1.90978 -13.2899 90.1349
52.2523 -3.24011 -13.0988 91.0381
52.3524 -4.5513 -12.7744 91.9503
52.4525 -5.83002 -12.3189 92.8716
52.5526 -7.06314 -11.7353 93.8022
52.6527 -8.23784 -11.0282 94.7421
52.7528 -9.34177 -10.2036 95.6914
52.8529 -10.3632 -9.26852 96.6502
52.953 -11.2909 -8.23117 97.6187
53.0531 -12.1149 -7.10095 98.5968
53.1532 -12.8257 -5.88825 99.5848
53.2533 -13.4151 -4.6044 100.583
53.3534 -13.876 -3.26154 101.59
53.4535 -14.2025 -1.87256 102.608
53.5536 -14.3899 -0.450886 103.637
53.6537 -14.4351 0.989546 104.675
53.7538 -14.336 2.4345 105.724
53.8539 -14.0923 3.86953 106.783
53.954 -13.705 5.28017 107.853
54.0541 -13.1764 6.65204 108.934
54.1542 -12.5105 7.971 110.025
54.2543 -11.7127 9.22331 111.128
54.3544 -10.7894 10.3957 112.241
54.4545 -9.74878 11.4758 113.366
54.5546 -8.60006 12.4516 114.502
54.6547 -7.35365 13.3125 115.649
54.7548 -6.02107 14.0486 116.808
54.8549 -4.6148 14.6513 117.978
54.955 -3.14821 15.1132 119.161
55.0551 -1.63537 15.4284 120.355
55.1552 -0.0909869 15.5921 121.561
55.2553 1.46978 15.6012 122.779
55.3554 3.03146 15.4541 124.009
55.4555 4.57841 15.1506 125.251
55.5556 6.09499 14.6923 126.506
55.6557 7.56569 14.0822 127.774
55.7558 8.97532 13.3249 129.054
55.8559 10.3091 12.4264 130.347
55.956 11.553 11.3945 131.654
56.0561 12.6936 10.238 132.973
56.1562 13.7184 8.9674 134.305
56.2563 14.6161 7.59418 135.651
56.3564 15.3763 6.13111 137.01
56.4565 15.99 4.59195 138.383
56.5566 16.4496 2.99135 139.769
56.6567 16.7491 1.34474 141.17
56.7568 16.8837 -0.331849 142.585
56.8569 16.8505 -2.02191 144.013
56.957 16.6481 -3.70864 145.456
57.0571 16.2768 -5.37512 146.914
57.1572 15.7388 -7.00443 148.386
57.2573 15.0376 -8.57988 149.873
57.3574 14.1788 -10.0852 151.374
57.4575 13.1693 -11.5045 152.891
57.5576 12.0177 -12.8227 154.423
57.6577 10.7341 -14.0257 155.97
57.7578 9.33015 -15.1002 157.533
57.8579 7.81863 -16.0341 159.112
57.958 6.21361 -16.8168 160.706
58.0581 4.53025 -17.4387 162.316
58.1582 2.78463 -17.8922 163.943
58.2583 0.993622 -18.171 165.585
58.3584 -0.825293 -18.2704 167.245
58.4585 -2.65416 -18.1878 168.92
58.5586 -4.47476 -17.9221 170.613
58.6587 -6.26877 -17.4742 172.323
58.7588 -8.01794 -16.8467 174.049
58.8589 -9.7043 -16.0441 175.793
58.959 -11.3103 -15.0727 177.555
59.0591 -12.8191 -13.9405 179.334
59.1592 -14.2145 -12.6573 181.131
59.2593 -15.4815 -11.2345 182.946
59.3594 -16.6061 -9.68476 184.779
59.4595 -17.5756 -8.02249 186.63
59.5596 -18.3786 -6.26317 188.5
59.6597 -19.0056 -4.42347 190.389
59.7598 -19.4483 -2.52101 192.297
59.8599 -19.7007 -0.574233 194.224
59.96 -19.7582 1.39781 196.17
60.0601 -19.6183 3.3756 198.135
60.1602 -19.2804 5.33939 200.121
60.2603 -18.7459 7.26936 202.126
60.3604 -18.0182 9.14582 204.151
60.4605 -17.1027 10.9494 206.197
60.5606 -16.0067 12.6614 208.263
60.6607 -14.7393 14.2637 210.35
60.7608 -13.3115 15.7391 212.457
60.8609 -11.736 17.0716 214.586
60.961 -10.0271 18.2464 216.736
61.0611 -8.20066 19.2501 218.908
61.1612 -6.27372 20.071 221.102
61.2613 -4.26462 20.699 223.317
61.3614 -2.19265 21.1258 225.555
61.4615 -0.077949 21.3453 227.815
61.5616 2.05872 21.3531 230.097
61.6617 4.19617 21.1471 232.403
61.7618 6.313 20.727 234.732
61.8619 8.38777 20.0951 237.084
61.962 10.3993 19.2555 239.459
62.0621 12.3268 18.2145 241.859
62.1622 14.15 16.9806 244.282
62.2623 15.8498 15.5642 246.73
62.3624 17.4078 13.9776 249.202
62.4625 18.8069 12.2351 251.699
62.5626 20.0317 10.3525 254.221
62.6627 21.068 8.34734 256.768
62.7628 21.9035 6.23843 259.341
62.8629 22.528 4.04589 261.94
62.963 22.933 1.79083 264.564
63.0631 23.1122 -0.504761 267.215
63.1632 23.0617 -2.8183 269.893
63.2633 22.7796 -5.12678 272.597
63.3634 22.2664 -7.40702 275.329
63.4635 21.525 -9.63589 278.087
63.5636 20.5604 -11.7905 280.874
63.6637 19.3802 -13.8486 283.688
63.7638 17.9939 -15.7886 286.531
63.8639 16.4135 -17.5898 289.402
63.964 14.6528 -19.2328 292.302
64.0641 12.7276 -20.6995 295.231
64.1642 10.6555 -21.9736 298.189
64.2643 8.45597 -23.0402 301.177
64.3644 6.14965 -23.8866 304.194
64.4645 3.75859 -24.5022 307.243
64.5646 1.30592 -24.8784 310.321
64.6647 -1.18442 -25.0092 313.431
64.7648 -3.68783 -24.8906 316.571
64.8649 -6.17939 -24.5214 319.743
64.965 -8.63399 -23.9029 322.947
65.0651 -11.0267 -23.0386 326.183
65.1652 -13.3328 -21.9349 329.451
65.2653 -15.5285 -20.6002 332.752
65.3654 -17.5906 -19.0458 336.087
65.4655 -19.4971 -17.285 339.454
65.5656 -21.2273 -15.3334 342.856
65.6657 -22.7622 -13.2085 346.291
65.7658 -24.0844 -10.93 349.761
65.8659 -25.1785 -8.51915 353.265
65.966 -26.0312 -5.99878 356.805
66.0661 -26.6317 -3.39305 360.38
66.1662 -26.9714 -0.727217 363.991
66.2663 -27.0441 1.97262 367.639
66.3664 -26.8467 4.67974 371.322
66.4665 -26.3782 7.3671 375.043
66.5666 -25.6408 10.0076 378.801
66.6667 -24.639 12.5742 382.597
66.7668 -23.3804 15.0406 386.43
66.8669 -21.8748 17.381 390.302
66.967 -20.135 19.5706 394.213
67.0671 -18.1759 21.5861 398.163
67.1672 -16.0152 23.4055 402.153
67.2673 -13.6723 25.0087 406.182
67.3674 -11.1689 26.3773 410.252
67.4675 -8.52853 27.4953 414.363
67.5676 -5.77625 28.349 418.515
67.6677 -2.93852 28.9272 422.708
67.7678 -0.0429022 29.2213 426.944
67.8679 2.88216 29.2256 431.222
67.968 5.80764 28.9371 435.543
68.0681 8.70425 28.3558 439.907
68.1682 11.5427 27.4845 444.315
68.2683 14.2939 26.3291 448.767
68.3684 16.9294 24.8982 453.264
68.4685 19.4217 23.2036 457.805
68.5686 21.7444 21.2595 462.392
68.6687 23.8725 19.0829 467.026
68.7688 25.7827 16.6932 471.705
68.8689 27.4537 14.1124 476.432
68.969 28.8663 11.3643 481.206
69.0691 30.0039 8.47474 486.027
69.1692 30.8522 5.47135 490.897
69.2693 31.3999 2.38304 495.816
69.3694 31.6384 -0.760091 500.784
69.4695 31.5624 -3.9271 505.802
69.5696 31.1692 -7.0865 510.87
69.6697 30.4599 -10.2065 515.989
69.7698 29.4382 -13.2556 521.159
69.8699 28.1113 -16.2023 526.381
69.97 26.4895 -19.0163 531.656
70.0701 24.5859 -21.6679 536.983
70.1702 22.417 -24.1289 542.364
70.2703 20.0017 -26.3729 547.798
70.3704 17.3617 -28.3751 553.287
70.4705 14.5214 -30.113 558.831
70.5706 11.5071 -31.5666 564.431
70.6707 8.34727 -32.7184 570.086
70.7708 5.07215 -33.554 575.798
70.8709 1.71339 -34.0617 581.568
70.971 -1.69619 -34.2332 587.395
71.0711 -5.12294 -34.0634 593.281
71.1712 -8.53269 -33.5506 599.226
71.2713 -11.8911 -32.6965 605.23
71.3714 -15.164 -31.5062 611.294
71.4715 -18.3178 -29.9883 617.42
71.5716 -21.3196 -28.1547 623.606
71.6717 -24.1379 -26.0206 629.855
71.7718 -26.7426 -23.6044 636.166
71.8719 -29.1054 -20.9274 642.54
71.972 -31.2002 -18.014 648.978
72.0721 -33.0034 -14.8908 655.481
72.1722 -34.494 -11.5872 662.049
72.2723 -35.6539 -8.13433 668.683
72.3724 -36.4681 -4.56537 675.383
72.4725 -36.9251 -0.914911 682.151
72.5726 -37.0167 2.7813 688.986
72.6727 -36.7383 6.48667 695.889
72.7728 -36.089 10.1642 702.862
72.8729 -35.0715 13.7767 709.905
72.973 -33.6925 17.2874 717.018
73.0731 -31.962 20.66 724.203
73.1732 -29.894 23.8594 731.459
73.2733 -27.5056 26.8518 738.788
73.3734 -24.8178 29.6051 746.191
73.4735 -21.8543 32.0893 753.668
73.5736 -18.6422 34.277 761.22
73.6737 -15.211 36.143 768.847
73.7738 -11.5931 37.6657 776.551
73.8739 -7.82277 38.8261 784.332
73.974 -3.93627 39.6092 792.191
74.0741 0.0286193 40.0032 800.129
74.1742 4.03295 40.0004 808.146
74.2743 8.03698 39.5967 816.244
74.3744 12.0006 38.7921 824.423
74.4745 15.8837 37.5909 832.684
74.5746 19.6466 36.0009 841.027
74.6747 23.2503 34.0343 849.454
74.7748 26.6571 31.7069 857.966
74.8749 29.831 29.0386 866.563
74.975 32.7377 26.0525 875.246
75.0751 35.3456 22.7754 884.016
75.1752 37.6254 19.2373 892.873
75.2753 39.5511 15.471 901.82
75.3754 41.0997 11.512 910.856
75.4755 42.2521 7.39788 919.983
75.5756 42.9926 3.16845 929.201
75.6757 43.3098 -1.13512 938.512
75.7758 43.1961 -5.47043 947.916
75.8759 42.6485 -9.79437 957.414
75.976 41.6681 -14.0635 967.007
76.0761 40.2604 -18.2345 976.697
76.1762 38.4351 -22.2645 986.483
76.2763 36.2064 -26.1119 996.368
76.3764 33.5926 -29.7362 1006.35
76.4765 30.616 -33.0988 1016.44
76.5766 27.3028 -36.1635 1026.62
76.6767 23.6829 -38.8965 1036.91
76.7768 19.7893 -41.2671 1047.3
76.8769 15.6585 -43.248 1057.79
76.977 11.3293 -44.8155 1068.39
77.0771 6.84331 -45.9495 1079.09
77.1772 2.24376 -46.6345 1089.91
77.2773 -2.42436 -46.8591 1100.83
77.3774 -7.11497 -46.6165 1111.86
77.4775 -11.7813 -45.9043 1123
77.5776 -16.3763 -44.7249 1134.25
77.6777 -20.8533 -43.0857 1145.62
77.7778 -25.1662 -40.9983 1157.1
77.8779 -29.2701 -38.4791 1168.69
77.978 -33.1218 -35.5492 1180.4
78.0781 -36.6803 -32.2337 1192.23
78.1782 -39.9069 -28.562 1204.17
78.2783 -42.766 -24.5673 1216.24
78.3784 -45.2252 -20.2864 1228.43
78.4785 -47.2558 -15.7594 1240.74
78.5786 -48.8334 -11.0291 1253.17
78.6787 -49.9374 -6.14084 1265.73
78.7788 -50.5521 -1.14211 1278.41
78.8789 -50.6664 3.91816 1291.22
78.979 -50.2742 8.98987 1304.16
79.0791 -49.3743 14.0223 1317.22
79.1792 -47.9707 18.9647 1330.42
79.2793 -46.0723 23.7666 1343.75
79.3794 -43.6933 28.3784 1357.22
79.4795 -40.8526 32.7521 1370.82
79.5796 -37.5741 36.8414 1384.55
79.6797 -33.8863 40.6026 1398.43
79.7798 -29.8219 43.9946 1412.44
79.8799 -25.4181 46.9798 1426.59
79.98 -20.7154 49.5242 1440.88
80.0801 -15.758 51.5978 1455.32
80.1802 -10.5931 53.1752 1469.9
80.2803 -5.27022 54.2355 1484.63
80.3804 0.15876 54.7631 1499.51
80.4805 5.64055 54.7472 1514.53
80.5806 11.1207 54.1826 1529.71
80.6807 16.5444 53.0694 1545.04
80.7808 21.8567 51.4133 1560.52
80.8809 27.0031 49.2254 1576.16
80.981 31.9306 46.5224 1591.95
81.0811 36.5875 43.3261 1607.9
81.1812 40.9245 39.6637 1624.01
81.2813 44.8948 35.5672 1640.28
81.3814 48.4551 31.0732 1656.72
81.4815 51.5655 26.2228 1673.32
81.5816 54.1904 21.0611 1690.09
81.6817 56.2986 15.6367 1707.02
81.7818 57.8639 10.0012 1724.13
81.8819 58.865 4.20899 1741.4
81.982 59.2863 -1.68341 1758.85
82.0821 59.1178 -7.61797 1776.47
82.1822 58.3552 -13.5357 1794.27
82.2823 57.0003 -19.377 1812.25
82.3824 55.0607 -25.0828 1830.41
82.4825 52.5499 -30.5944 1848.75
82.5826 49.4874 -35.8546 1867.28
82.6827 45.8983 -40.8083 1885.99
82.7828 41.8134 -45.4027 1904.89
82.8829 37.2686 -49.5883 1923.97
82.983 32.3048 -53.3188 1943.25
83.0831 26.9676 -56.5526 1962.72
83.1832 21.3067 -59.252 1982.39
83.2833 15.3756 -61.3848 2002.25
83.3834 9.23093 -62.9239 2022.31
83.4835 2.93224 -63.8479 2042.58
83.5836 -3.45895 -64.1415 2063.05
83.6837 -9.87952 -63.7952 2083.72
83.7838 -16.2654 -62.8063 2104.6
83.8839 -22.5523 -61.1781 2125.68
83.984 -28.6763 -58.9206 2146.98
84.0841 -34.5742 -56.0501 2168.5
84.1842 -40.1849 -52.5892 2190.22
84.2843 -45.449 -48.5667 2212.17
84.3844 -50.3106 -44.0173 2234.34
84.4845 -54.7167 -38.9812 2256.72
84.5846 -58.6187 -33.504 2279.34
84.6847 -61.9725 -27.6363 2302.18
84.7848 -64.7389 -21.4328 2325.24
84.8849 -66.8843 -14.9525 2348.54
84.985 -68.381 -8.25734 2372.08
85.0851 -69.2076 -1.41239 2395.84
85.1852 -69.349 5.5153 2419.85
85.2853 -68.7969 12.4571 2444.1
85.3854 -67.5499 19.3437 2468.59
85.4855 -65.6136 26.1055 2493.32
85.5856 -63.0005 32.6734 2518.31
85.6857 -59.7299 38.9798 2543.54
85.7858 -55.828 44.9587 2569.03
85.8859 -51.3276 50.5471 2594.77
85.986 -46.2678 55.685 2620.77
86.0861 -40.6938 60.3164 2647.03
86.1862 -34.6561 64.3899 2673.55
86.2863 -28.2107 67.859 2700.34
86.3864 -21.418 70.6828 2727.4
86.4865 -14.3426 72.8268 2754.73
86.5866 -7.05264 74.2625 2782.33
86.6867 0.381041 74.9685 2810.21
86.7868 7.88539 74.9303 2838.37
86.8869 15.3859 74.141 2866.81
86.987 22.8074 72.6008 2895.53
87.0871 30.0748 70.3178 2924.54
87.1872 37.1136 67.3073 2953.85
87.2873 43.8511 63.5923 2983.45
87.3874 50.2167 59.2028 3013.34
87.4875 56.1429 54.1761 3043.53
87.5876 61.5659 48.5562 3074.03
87.6877 66.4264 42.3934 3104.83
87.7878 70.67 35.7441 3135.94
87.8879 74.248 28.67 3167.37
87.988 77.1178 21.2378 3199.1
88.0881 79.2437 13.5183 3231.16
88.1882 80.5969 5.58601 3263.53
88.2883 81.1561 -2.48175 3296.23
88.3884 80.9077 -10.6055 3329.26
88.4885 79.846 -18.7044 3362.62
88.5886 77.9737 -26.6969 3396.32
88.6887 75.3014 -34.5021 3430.35
88.7888 71.8477 -42.0398 3464.72
88.8889 67.6395 -49.2318 3499.44
88.989 62.7114 -56.0025 3534.5
89.0891 57.1056 -62.2799 3569.92
89.1892 50.8713 -67.9962 3605.69
89.2893 44.0649 -73.0884 3641.82
89.3894 36.7488 -77.4993 3678.31
89.4895 28.9911 -81.1779 3715.16
89.5896 20.8652 -84.0799 3752.39
89.6897 12.4488 -86.1685 3789.99
89.7898 3.82328 -87.4146 3827.96
89.8899 -4.92693 -87.7973 3866.32
89.99 -13.7155 -87.3041 3905.06
90.0901 -22.4546 -85.9312 3944.19
90.1902 -31.0563 -83.6835 3983.71
90.2903 -39.433 -80.5748 4023.63
90.3904 -47.4986 -76.6275 4063.94
90.4905 -55.169 -71.8729 4104.67
90.5906 -62.3635 -66.3505 4145.79
90.6907 -69.0052 -60.1079 4187.34
90.7908 -75.022 -53.2004 4229.29
90.8909 -80.3474 -45.6907 4271.67
90.991 -84.921 -37.648 4314.47
91.0911 -88.6896 -29.1474 4357.7
91.1912 -91.6072 -20.2695 4401.37
91.2913 -93.6362 -11.0996 4445.47
91.3914 -94.7473 -1.72664 4490.01
91.4915 -94.9201 7.75757 4535
91.5916 -94.1436 17.2591 4580.44
91.6917 -92.4159 26.6829 4626.34
91.7918 -89.745 35.9337 4672.7
91.8919 -86.148 44.9172 4719.52
91.992 -81.6518 53.5406 4766.81
92.0921 -76.2924 61.714 4814.57
92.1922 -70.1148 69.3508 4862.81
92.2923 -63.1728 76.3693 4911.54
92.3924 -55.5282 82.6929 4960.75
92.4925 -47.2506 88.2513 5010.46
92.5926 -38.4167 92.9811 5060.66
92.6927 -29.1092 96.8266 5111.37
92.7928 -19.4169 99.7405 5162.59
92.8929 -9.43285 101.684 5214.32
92.993 0.745735 102.628 5266.57
93.0931 11.0188 102.554 5319.34
93.1932 21.2845 101.451 5372.64
93.2933 31.4397 99.3201 5426.47
93.3934 41.3817 96.173 5480.84
93.4935 51.0086 92.0307 5535.76
93.5936 60.2209 86.9247 5591.23
93.6937 68.922 80.8966 5647.25
93.7938 77.0198 73.9975 5703.84
93.8939 84.427 66.2878 5760.99
93.994 91.0624 57.8367 5818.72
94.0941 96.8518 48.7213 5877.02
94.1942 101.729 39.0264 5935.91
94.2943 105.635 28.8434 5995.39
94.3944 108.523 18.2693 6055.46
94.4945 110.351 7.40614 6116.14
94.5946 111.093 -3.64004 6177.42
94.6947 110.728 -14.7604 6239.32
94.7948 109.251 -25.8444 6301.84
94.8949 106.664 -36.7804 6364.98
94.995 102.982 -47.4574 6428.76
95.0951 98.2316 -57.766 6493.18
95.1952 92.4492 -67.5989 6558.24
95.2953 85.6826 -76.8531 6623.95
95.3954 77.9896 -85.43 6690.32
95.4955 69.438 -93.2367 6757.36
95.5956 60.105 -100.187 6825.07
95.6957 50.0762 -106.204 6893.46
95.7958 39.4452 -111.217 6962.53
95.8959 28.3124 -115.165 7032.29
95.996 16.7844 -117.999 7102.76
96.0961 4.97264 -119.679 7173.93
96.1962 -7.00727 -120.177 7245.81
96.2963 -19.037 -119.476 7318.41
96.3964 -30.9965 -117.57 7391.75
96.4965 -42.7653 -114.467 7465.81
96.5966 -54.2235 -110.186 7540.62
96.6967 -65.2531 -104.759 7616.18
96.7968 -75.7395 -98.2268 7692.49
96.8969 -85.572 -90.6453 7769.57
96.997 -94.6456 -82.0795 7847.42
97.0971 -102.862 -72.6055 7926.05
97.1972 -110.13 -62.309 8005.47
97.2973 -116.367 -51.285 8085.69
97.3974 -121.5 -39.6367 8166.71
97.4975 -125.468 -27.4745 8248.54
97.5976 -128.218 -14.9151 8331.19
97.6977 -129.711 -2.08049 8414.67
97.7978 -129.919 10.9036 8498.98
97.8979 -128.828 23.9086 8584.14
97.998 -126.435 36.8043 8670.15
98.0981 -122.751 49.4604 8757.03
98.1982 -117.8 61.7478 8844.77
98.2983 -111.619 73.5395 8933.4
98.3984 -104.257 84.7126 9022.91
98.4985 -95.7777 95.1487 9113.32
98.5986 -86.2533 104.736 9204.64
98.6987 -75.7692 113.37 9296.87
98.7988 -64.4208 120.955 9390.02
98.8989 -52.3133 127.403 9484.11
98.999 -39.5602 132.64 9579.14
99.0991 -26.283 136.6 9675.13
99.1992 -12.6093 139.231 9772.07
99.2993 1.32767 140.493 9869.99
99.3994 15.391 140.36 9968.89
99.4995 29.441 138.819 10068.8
99.5996 43.3369 135.872 10169.7
99.6997 56.9377 131.534 10271.6
99.7998 70.1043 125.835 10374.5
99.8999 82.7003 118.817 10478.4
100 94.5939 110.539 10583.4


